company_name,company_ticker,entity_name,company_cik,2022,2021,2020
PROVIDENT FINANCIAL SERVICES INC,PFS,PROVIDENT FINANCIAL SERVICES INC (PFS),0001178970,https://www.sec.gov/Archives/edgar/data/1178970/000162828022004544/pfs-20211231.htm,https://www.sec.gov/Archives/edgar/data/1178970/000162828021003659/pfs-20201231.htm,https://www.sec.gov/Archives/edgar/data/1178970/000162828020002687/pfs-20191231.htm
PRUDENTIAL FINANCIAL,PRU,"PRUDENTIAL FINANCIAL INC (PRU, PRS, PRH, PFH)",0001137774,https://www.sec.gov/Archives/edgar/data/1137774/000113777422000038/pru-20211231.htm,https://www.sec.gov/Archives/edgar/data/1137774/000113777421000049/pru-20201231.htm,https://www.sec.gov/Archives/edgar/data/1137774/000113777420000065/form10-kx4q2019.htm
PS BUSINESS PARKS,PSB,"PS Business Parks, L.P.",0001849881,,,
PTC,PTC,PTC INC. (PTC),0000857005,https://www.sec.gov/Archives/edgar/data/857005/000095017022025211/ptc-20220930.htm,https://www.sec.gov/Archives/edgar/data/857005/000156459021057806/ptc-10k_20210930.htm,https://www.sec.gov/Archives/edgar/data/857005/000156459020054803/ptc-10k_20200930.htm
PTC THERAPEUTICS,PTCT,"PTC THERAPEUTICS, INC. (PTCT)",0001070081,https://www.sec.gov/Archives/edgar/data/1070081/000107008122000011/ptct-20211231x10k.htm,https://www.sec.gov/Archives/edgar/data/1070081/000107008121000009/ptct-20201231x10k.htm,https://www.sec.gov/Archives/edgar/data/1070081/000107008120000064/ptct1231201910-k.htm
PUBLIC STORAGE,PSA,"Public Storage (PSA, PSA-PS, PSA-PR, PSA-PQ, PSA-PP, PSA-PO, PSA-PN, PSA-PM, PSA-PK, PSA-PJ, PSA-PH, PSA-PG, PSA-PF)",0001393311,https://www.sec.gov/Archives/edgar/data/1393311/000139331122000010/psa-20211231.htm,https://www.sec.gov/Archives/edgar/data/1393311/000156276221000058/psa-20201231x10k.htm,https://www.sec.gov/Archives/edgar/data/1393311/000139331120000008/psa-20191231x10k.htm
PUBLIC SVC ENTERPRISE GROUP,PEG,PUBLIC SERVICE ENTERPRISE GROUP INC (PEG),0000788784,https://www.sec.gov/Archives/edgar/data/81033/000162828022003860/pseg-20211231.htm,https://www.sec.gov/Archives/edgar/data/81033/000078878421000007/pseg-20201231.htm,https://www.sec.gov/Archives/edgar/data/1158659/000078878420000004/pseg201910k.htm
PUBMATIC,PUBM,"PubMatic, Inc. (PUBM)",0001422930,https://www.sec.gov/Archives/edgar/data/1422930/000142293022000009/pubm-20211231.htm,https://www.sec.gov/Archives/edgar/data/1422930/000142293021000009/pubmatic202010-k.htm,
PULMONX,LUNG,Pulmonx Corp (LUNG),0001127537,https://www.sec.gov/Archives/edgar/data/1127537/000112753722000013/lung-20211231.htm,https://www.sec.gov/Archives/edgar/data/1127537/000112753721000008/lung-20201231.htm,
PULTE GROUP,PHM,PULTEGROUP INC/MI/ (PHM),0000822416,https://www.sec.gov/Archives/edgar/data/822416/000082241622000007/phm-20211231.htm,https://www.sec.gov/Archives/edgar/data/822416/000082241621000007/phm-20201231.htm,https://www.sec.gov/Archives/edgar/data/822416/000082241620000007/a201910-k.htm
PURE STORAGE,PSTG,"Pure Storage, Inc. (PSTG)",0001474432,https://www.sec.gov/Archives/edgar/data/1474432/000162828022008643/pstg-20220206.htm,https://www.sec.gov/Archives/edgar/data/1474432/000162828021005538/pstg-20210131.htm,https://www.sec.gov/Archives/edgar/data/1474432/000162828020004133/pstg-20200202.htm
PURECYCLE,PCYO,PURE CYCLE CORP (PCYO),0000276720,https://www.sec.gov/Archives/edgar/data/276720/000155837022017799/pcyo-20220831x10k.htm,https://www.sec.gov/Archives/edgar/data/276720/000155837021015383/pcyo-20210831x10k.htm,https://www.sec.gov/Archives/edgar/data/276720/000114036120025088/brhc10016488_10k.htm
PURECYCLE TECHNOLOGIES INC,PCT,"PureCycle Technologies, Inc. (PCT, PCTTW, PCTTU)",0001830033,https://www.sec.gov/Archives/edgar/data/1830033/000183003322000020/pct-20211231.htm,,
PURPLE INNOVATION,PRPL,"Purple Innovation, Inc. (PRPL)",0001643953,https://www.sec.gov/Archives/edgar/data/1643953/000121390022010057/f10k2021_purpleinn.htm,https://www.sec.gov/Archives/edgar/data/1643953/000121390021014856/f10k2020_purple.htm,https://www.sec.gov/Archives/edgar/data/1643953/000121390020005734/f10k2019_purpleinnovation.htm
PVH CORP.,PVH,PVH CORP. /DE/ (PVH),0000078239,https://www.sec.gov/Archives/edgar/data/78239/000007823922000031/pvh-20220130.htm,https://www.sec.gov/Archives/edgar/data/78239/000007823921000017/pvh-20210131.htm,https://www.sec.gov/Archives/edgar/data/78239/000007823920000023/pvh10k2019.htm
PZENA INVESTMENT MANAGEMENT,PZN,PZENA INVESTMENT MANAGEMENT LLC,0001027796,,,
Q2 HOLDINGS,QTWO,"Q2 Holdings, Inc. (QTWO)",0001410384,https://www.sec.gov/Archives/edgar/data/1410384/000141038422000013/qtwo-20211231.htm,https://www.sec.gov/Archives/edgar/data/1410384/000141038421000022/qtwo-20201231.htm,https://www.sec.gov/Archives/edgar/data/1410384/000141038420000025/a191231qtwo10k.htm
QCR HOLDINGS INC,QCRH,QCR HOLDINGS INC (QCRH),0000906465,https://www.sec.gov/Archives/edgar/data/906465/000155837022003441/qcrh-20211231x10k.htm,https://www.sec.gov/Archives/edgar/data/906465/000155837021002889/qcrh-20201231x10k.htm,https://www.sec.gov/Archives/edgar/data/906465/000155837020002656/qcrh-20191231x10k.htm
QIAGEN N.V.,QGEN,QIAGEN N.V. (QGEN),0001015820,,,
QORVO INC.,QRVO,"Qorvo, Inc. (QRVO)",0001604778,https://www.sec.gov/Archives/edgar/data/1604778/000160477822000029/rfmd-20220402.htm,https://www.sec.gov/Archives/edgar/data/1604778/000160477821000032/rfmd-20210403.htm,https://www.sec.gov/Archives/edgar/data/1604778/000160477820000030/qorvo2020032810-k.htm
QUAD/GRAPHICS INC.,QUAD,"Quad/Graphics, Inc. (QUAD)",0001481792,https://www.sec.gov/Archives/edgar/data/1481792/000148179222000005/quad-20211231.htm,https://www.sec.gov/Archives/edgar/data/1481792/000148179221000008/quad-20201231.htm,https://www.sec.gov/Archives/edgar/data/1481792/000148179220000005/a12312019form10-kq42019.htm
QUAKER HOUGHTON,KWR,QUAKER CHEMICAL CORP (KWR),0000081362,https://www.sec.gov/Archives/edgar/data/81362/000008136222000003/kwr-20211231.htm,https://www.sec.gov/Archives/edgar/data/81362/000008136221000004/kwr-20201231.htm,https://www.sec.gov/Archives/edgar/data/81362/000008136220000002/kwr-20191231.htm
QUALCOMM,QCOM,QUALCOMM INC/DE (QCOM),0000804328,https://www.sec.gov/Archives/edgar/data/804328/000080432822000021/qcom-20220925.htm,https://www.sec.gov/Archives/edgar/data/804328/000172894921000076/qcom-20210926.htm,https://www.sec.gov/Archives/edgar/data/804328/000172894920000067/qcom-20200927.htm
QUALYS INC,QLYS,"QUALYS, INC. (QLYS)",0001107843,https://www.sec.gov/Archives/edgar/data/1107843/000143774922004075/qlys20211231_10k.htm,https://www.sec.gov/Archives/edgar/data/1107843/000143774921003648/qlys20201231_10k.htm,https://www.sec.gov/Archives/edgar/data/1107843/000162828020001963/qlys-2019x1231x10kq412.htm
QUANEX BUILDING PRODUCTS,NX,Quanex Building Products CORP (NX),0001423221,https://www.sec.gov/Archives/edgar/data/1423221/000142322122000014/nx-20221031.htm,https://www.sec.gov/Archives/edgar/data/1423221/000142322121000018/nx-20211031.htm,https://www.sec.gov/Archives/edgar/data/1423221/000142322120000021/nx-20201031.htm
QUANTA SERVICES,PWR,"QUANTA SERVICES, INC. (PWR)",0001050915,https://www.sec.gov/Archives/edgar/data/1050915/000105091522000008/pwr-20211231.htm,https://www.sec.gov/Archives/edgar/data/1050915/000105091521000009/pwr-20201231.htm,https://www.sec.gov/Archives/edgar/data/1050915/000105091520000020/pwr-123119x10k.htm
QUANTERIX CORP,QTRX,Quanterix Corp (QTRX),0001503274,https://www.sec.gov/Archives/edgar/data/1503274/000155837022002489/tmb-20211231x10k.htm,https://www.sec.gov/Archives/edgar/data/1503274/000155837021002469/tmb-20201231x10k.htm,https://www.sec.gov/Archives/edgar/data/1503274/000155837020002676/qtrx-20191231x10k.htm
QUANTUM SI INC (A),QSI,"Quantum-Si Inc (QSI, QSIAW)",0001816431,https://www.sec.gov/Archives/edgar/data/1816431/000114036122007334/brhc10034564_10k.htm,https://www.sec.gov/Archives/edgar/data/1816431/000110465921044037/tm212056d1_10k.htm,
QUANTUMSCAPE,QS,QuantumScape Corp (QS),0001811414,https://www.sec.gov/Archives/edgar/data/1811414/000095017022002330/qs-20211231.htm,https://www.sec.gov/Archives/edgar/data/1811414/000156459021007621/qs-10k_20201231.htm,
QUEST DIAGNOSTICS,DGX,QUEST DIAGNOSTICS INC (DGX),0001022079,https://www.sec.gov/Archives/edgar/data/1022079/000102207922000027/dgx-20211231.htm,https://www.sec.gov/Archives/edgar/data/1022079/000102207921000029/dgx-20201231.htm,https://www.sec.gov/Archives/edgar/data/1022079/000102207920000017/dgx1231201910-k.htm
QUIDELORTHO CORPORATION,QDEL,QuidelOrtho Corp (QDEL),0001906324,,,
QUINSTREET,QNST,"QUINSTREET, INC (QNST)",0001117297,https://www.sec.gov/Archives/edgar/data/1117297/000156459022029880/qnst-10k_20220630.htm,https://www.sec.gov/Archives/edgar/data/1117297/000156459021045870/qnst-10k_20210630.htm,https://www.sec.gov/Archives/edgar/data/1117297/000156459020041697/qnst-10k_20200630.htm
QUOTIENT TECHNOLOGY INC.,QUOT,Quotient Technology Inc. (QUOT),0001115128,https://www.sec.gov/Archives/edgar/data/1115128/000111512822000007/quot-20211231.htm,https://www.sec.gov/Archives/edgar/data/1115128/000111512821000005/quot-20201231.htm,https://www.sec.gov/Archives/edgar/data/1115128/000156459020007918/quot-10k_20191231.htm
QURATE RETAIL,QRTEA,"Qurate Retail, Inc. (QRTEP, QRTEB, QRTEA)",0001355096,https://www.sec.gov/Archives/edgar/data/1355096/000155837022002174/qrtea-20211231x10k.htm,https://www.sec.gov/Archives/edgar/data/1355096/000155837021001983/qrtea-20201231x10k.htm,https://www.sec.gov/Archives/edgar/data/1355096/000155837020001490/qrtea-20191231x10k0d5b30.htm
RACKSPACE TECHNOLOGY,RXT,"Rackspace Technology, Inc. (RXT)",0001810019,https://www.sec.gov/Archives/edgar/data/1810019/000181001922000036/rxt-20211231.htm,https://www.sec.gov/Archives/edgar/data/1810019/000181001921000038/rxt-20201231.htm,
RADIAN GROUP,RDN,RADIAN GROUP INC (RDN),0000890926,https://www.sec.gov/Archives/edgar/data/890926/000089092622000007/rdn-20211231.htm,https://www.sec.gov/Archives/edgar/data/890926/000089092621000019/rdn-20201231.htm,https://www.sec.gov/Archives/edgar/data/890926/000089092620000018/rdn10k12312019.htm
RADIANT LOGISTICS,RLGT,"RADIANT LOGISTICS, INC (RLGT)",0001171155,,https://www.sec.gov/Archives/edgar/data/1171155/000095017021001831/rlgt-20210630.htm,https://www.sec.gov/Archives/edgar/data/1171155/000156459020044824/rlgt-10k_20200630.htm
RADIUS GLOBAL INFRASTRUCTURE,RADI,"Radius Global Infrastructure, Inc. (RADI)",0001810739,https://www.sec.gov/Archives/edgar/data/1810739/000156459022007891/radi-10k_20211231.htm,https://www.sec.gov/Archives/edgar/data/1810739/000156459021016621/radi-10k_20201231.htm,
RADIUS HEALTH INC,RDUS,Radius Health Inc,0001315443,https://www.sec.gov/Archives/edgar/data/1428522/000162828022003660/rdus-20211231.htm,https://www.sec.gov/Archives/edgar/data/1428522/000162828021003172/rdus-20201231.htm,https://www.sec.gov/Archives/edgar/data/1428522/000162828020002354/rdus1231201910-k.htm
RADNET,RDNT,"RadNet, Inc. (RDNT)",0000790526,https://www.sec.gov/Archives/edgar/data/790526/000079052622000006/rdnt-20211231.htm,https://www.sec.gov/Archives/edgar/data/790526/000079052621000009/rdnt-20201231.htm,https://www.sec.gov/Archives/edgar/data/790526/000079052620000003/radnet10k2019document.htm
RALLYBIO,RLYB,Rallybio Corp (RLYB),0001739410,https://www.sec.gov/Archives/edgar/data/1739410/000095017022003767/rlyb-20211231.htm,,
RALPH LAUREN CORP,RL,RALPH LAUREN CORP (RL),0001037038,https://www.sec.gov/Archives/edgar/data/1037038/000103703822000014/rl-20220402.htm,https://www.sec.gov/Archives/edgar/data/1037038/000103703821000022/rl-20210327.htm,https://www.sec.gov/Archives/edgar/data/1037038/000103703820000014/rl-20200328x10k.htm
RAMACO RESOURCES,METC,"Ramaco Resources, Inc. (METC, METCL)",0001687187,https://www.sec.gov/Archives/edgar/data/1687187/000155837022004987/metc-20211231x10k.htm,https://www.sec.gov/Archives/edgar/data/1687187/000155837021001215/metc-20201231x10k.htm,https://www.sec.gov/Archives/edgar/data/1687187/000155837020001079/metc-20191231x10k.htm
RAMBUS INC,RMBS,RAMBUS INC (RMBS),0000917273,https://www.sec.gov/Archives/edgar/data/917273/000091727322000010/rmbs-20211231.htm,https://www.sec.gov/Archives/edgar/data/917273/000091727321000005/rmbs-20201231.htm,https://www.sec.gov/Archives/edgar/data/917273/000091727320000005/rmbs-20191231x10xk.htm
RANGE RESOURCES,RRC,RANGE RESOURCES CORP (RRC),0000315852,https://www.sec.gov/Archives/edgar/data/315852/000095017022001634/rrc-20211231.htm,https://www.sec.gov/Archives/edgar/data/315852/000156459021007606/rrc-10k_20201231.htm,https://www.sec.gov/Archives/edgar/data/315852/000156459020007459/rrc-10k_20191231.htm
RANGER OIL CORP,ROCC,Ranger Oil Corp (ROCC),0000077159,https://www.sec.gov/Archives/edgar/data/77159/000007715922000006/pva-20211231.htm,https://www.sec.gov/Archives/edgar/data/77159/000007715921000016/pva-20201231.htm,https://www.sec.gov/Archives/edgar/data/77159/000007715920000012/pva-20191231x10k.htm
RANPAK HOLDINGS (A),PACK,Ranpak Holdings Corp. (PACK),0001712463,https://www.sec.gov/Archives/edgar/data/1712463/000095017022002310/pack-20211231.htm,https://www.sec.gov/Archives/edgar/data/1712463/000156459021010742/pack-10k_20201231.htm,https://www.sec.gov/Archives/edgar/data/1712463/000162828020003690/pack-20191231x10k.htm
RAPID7,RPD,"Rapid7, Inc. (RPD)",0001560327,https://www.sec.gov/Archives/edgar/data/1560327/000156032722000026/rp-20211231.htm,https://www.sec.gov/Archives/edgar/data/1560327/000156032721000043/rp-20201231.htm,https://www.sec.gov/Archives/edgar/data/1560327/000156032720000046/rp-20191231.htm
RAPT THERAPEUTICS,RAPT,"RAPT Therapeutics, Inc. (RAPT)",0001673772,https://www.sec.gov/Archives/edgar/data/1673772/000156459022009488/rapt-10k_20211231.htm,https://www.sec.gov/Archives/edgar/data/1673772/000156459021012250/rapt-10k_20201231.htm,https://www.sec.gov/Archives/edgar/data/1673772/000156459020014162/rapt-10k_20191231.htm
RAYMOND JAMES FINANCIAL,RJF,"RAYMOND JAMES FINANCIAL INC (RJF, RJF-PB, RJF-PA)",0000720005,https://www.sec.gov/Archives/edgar/data/720005/000072000522000066/rjf-20220930.htm,https://www.sec.gov/Archives/edgar/data/720005/000072000521000106/rjf-20210930.htm,https://www.sec.gov/Archives/edgar/data/720005/000072000520000063/rjf-20200930.htm
RAYONIER,RYN,RAYONIER INC (RYN),0000052827,https://www.sec.gov/Archives/edgar/data/1806931/000005282722000018/ryn-20211231.htm,https://www.sec.gov/Archives/edgar/data/1806931/000005282721000035/ryn-20201231.htm,https://www.sec.gov/Archives/edgar/data/52827/000005282720000011/q4rayonier201910k.htm
RAYONIER ADVANCED MATERIALS,RYAM,RAYONIER ADVANCED MATERIALS INC. (RYAM),0001597672,https://www.sec.gov/Archives/edgar/data/1597672/000159767222000011/ryam-20211231.htm,https://www.sec.gov/Archives/edgar/data/1597672/000159767221000009/ryam-20201231.htm,https://www.sec.gov/Archives/edgar/data/1597672/000159767220000005/ryam201910-k.htm
RAYTHEON TECHNOLOGIES CORPORATION,RTX,RAYTHEON TECHNOLOGIES CORP (RTX),0000101829,https://www.sec.gov/Archives/edgar/data/101829/000010182922000005/rtx-20211231.htm,https://www.sec.gov/Archives/edgar/data/101829/000010182921000008/rtx-20201231.htm,https://www.sec.gov/Archives/edgar/data/101829/000010182920000013/utx-20191231_d2.htm
RBB BANCORP,RBB,RBB Bancorp (RBB),0001499422,https://www.sec.gov/Archives/edgar/data/1499422/000143774922006041/rbb20211231_10k.htm,https://www.sec.gov/Archives/edgar/data/1499422/000143774921005417/rbb20201231_10k.htm,https://www.sec.gov/Archives/edgar/data/1499422/000156459020011272/rbb-10k_20191231.htm
RBC BEARINGS,ROLL,,,,,
RCI HOSPITALITY HOLDINGS,RICK,"RCI HOSPITALITY HOLDINGS, INC. (RICK)",0000935419,https://www.sec.gov/Archives/edgar/data/935419/000162828022031907/rick-20220930.htm,https://www.sec.gov/Archives/edgar/data/935419/000149315221031404/form10k.htm,https://www.sec.gov/Archives/edgar/data/935419/000149315220002216/form10-k.htm
RE/MAX HOLDINGS,RMAX,"RE/MAX Holdings, Inc. (RMAX)",0001581091,https://www.sec.gov/Archives/edgar/data/1581091/000155837022001747/rmax-20211231x10k.htm,https://www.sec.gov/Archives/edgar/data/1581091/000155837021001856/rmax-20201231x10k.htm,https://www.sec.gov/Archives/edgar/data/1581091/000155837020001165/rmax-20191231x10k9ec873.htm
READY CAPITAL CORPORATION,RC,"Ready Capital Corp (RC, RCC, RCB, RCA, RC-PE, RC-PC)",0001527590,https://www.sec.gov/Archives/edgar/data/1527590/000155837022002392/rc-20211231x10k.htm,https://www.sec.gov/Archives/edgar/data/1527590/000155837021003005/rc-20201231x10k.htm,https://www.sec.gov/Archives/edgar/data/1527590/000155837020002546/rc-20191231x10k.htm
REALTY INCOME,O,REALTY INCOME CORP (O),0000726728,https://www.sec.gov/Archives/edgar/data/726728/000072672822000046/o-20211231.htm,https://www.sec.gov/Archives/edgar/data/726728/000072672821000043/o-20201231.htm,https://www.sec.gov/Archives/edgar/data/726728/000072672820000033/realtyincome10k2019.htm
REATE PHARMACEUTICALS,RETA,REATA PHARMACEUTICALS INC (RETA),0001358762,https://www.sec.gov/Archives/edgar/data/1358762/000156459022007338/reta-10k_20211231.htm,https://www.sec.gov/Archives/edgar/data/1358762/000156459021009624/reta-10k_20201231.htm,https://www.sec.gov/Archives/edgar/data/1358762/000156459020005272/reta-10k_20191231.htm
RECURSION PHARMACEUTICALS,RXRX,"RECURSION PHARMACEUTICALS, INC. (RXRX)",0001601830,https://www.sec.gov/Archives/edgar/data/1601830/000160183022000012/rxrx-20211231.htm,,
RED RIVER BANCSHARES,RRBI,RED RIVER BANCSHARES INC (RRBI),0001071236,https://www.sec.gov/Archives/edgar/data/1071236/000107123622000021/rrbi-20211231.htm,https://www.sec.gov/Archives/edgar/data/1071236/000107123621000035/rrbi-20201231.htm,https://www.sec.gov/Archives/edgar/data/1071236/000107123620000018/rrbi201910-kdocument.htm
RED ROCK RESORTS,RRR,"Red Rock Resorts, Inc. (RRR)",0001653653,https://www.sec.gov/Archives/edgar/data/1653653/000165365322000004/rrr-20211231.htm,https://www.sec.gov/Archives/edgar/data/1653653/000165365321000005/rrr-20201231.htm,https://www.sec.gov/Archives/edgar/data/1653653/000165365320000005/rrr1231x2019x10xk.htm
RED VIOLET,RDVT,"Red Violet, Inc. (RDVT)",0001720116,https://www.sec.gov/Archives/edgar/data/1720116/000095017022003240/rdvt-20211231.htm,https://www.sec.gov/Archives/edgar/data/1720116/000156459021012098/rdvt-10k_20201231.htm,https://www.sec.gov/Archives/edgar/data/1720116/000156459020010508/rdvt-10k_20191231.htm
REDBOX ENTERTAINMENT INC (A),RDBX,,,,,
REDFIN CORP,RDFN,Redfin Corp (RDFN),0001382821,https://www.sec.gov/Archives/edgar/data/1382821/000138282122000034/rdfn-20211231.htm,https://www.sec.gov/Archives/edgar/data/1382821/000138282121000045/rdfn-20201231.htm,https://www.sec.gov/Archives/edgar/data/1382821/000138282120000025/redfin10-k2019.htm
REDWIRE CORP,RDW,"Redwire Corp (RDW, RDW-WT)",0001819810,https://www.sec.gov/Archives/edgar/data/1819810/000181981022000025/rdw-20211231.htm,https://www.sec.gov/Archives/edgar/data/1819810/000119312521098429/d121100d10k.htm,
REDWOOD TRUST,RWT,"REDWOOD TRUST INC (RWT, RWT-PA)",0000930236,https://www.sec.gov/Archives/edgar/data/930236/000162828022004027/rwt-20211231.htm,https://www.sec.gov/Archives/edgar/data/930236/000093023621000007/rwt-20201231.htm,https://www.sec.gov/Archives/edgar/data/930236/000093023620000007/rwt10-k2019.htm
REGAL REXNORD CORPORATION,RRX,REGAL REXNORD CORP (RRX),0000082811,https://www.sec.gov/Archives/edgar/data/82811/000008281122000069/rbc-20220101.htm,https://www.sec.gov/Archives/edgar/data/82811/000008281121000043/rbc-20210102.htm,https://www.sec.gov/Archives/edgar/data/82811/000008281120000035/rbc-20191228x10k.htm
